country,raw_text,processed_text,word_count,unique_words,lexical_diversity,sentiment_score
bw,"Lyrics not found1. Blessèd be this noble land,
Gift to us from God’s strong hand,
Heritage our fathers left to us.
May it always be at peace.

CHORUS:
Awake, awake, O men, awake!
And women close beside them stand,
Together we’ll work and serve
This land, this happy land!

2. Word of beauty and of fame,
The name Botswana to us came.
Through our unity and harmony,
We’ll remain at peace as one.

Chorus",lyric found1 blessèd noble land gift we gods strong hand heritage father leave we may always peace chorus awake awake man awake woman close beside stand together well work serve land happy land 2 word beauty fame name botswana we come unity harmony well remain peace one chorus,48,39,0.8125,0.10416666666666667
cd,"CHOIR:
Arise, Congolese, united by fate,
United in the struggle for independence,
Let us hold up our heads, so long bowed,
And now, for good, let us keep moving boldly ahead, in peace.
Oh, ardent people, by hard work we shall build,
In peace, a country more beautiful than before.

VERSE:
Countrymen, sing the sacred hymn of your solidarity,
Proudly salute the golden emblem of your soverignity, Congo.

REFRAIN:
Blessed gift Congo of our forefathers Congo,
Oh country Congo that we love Congo,
We shall people your soil and ensure your greatness.
30th June Oh gentle sun 30th June of 30th June,
Sacred day Be witness sacred day of the immortal oath of freedom
That we hand on to our children for ever",choir arise congolese unite fate unite struggle independence let we hold head long bow good let we keep move boldly ahead peace oh ardent people hard work shall build peace country beautiful verse countryman sing sacred hymn solidarity proudly salute golden emblem soverignity congo refrain bless gift congo forefather congo oh country congo love congo shall people soil ensure greatness 30th june oh gentle sun 30th june 30th june sacred day witness sacred day immortal oath freedom hand child ever,80,60,0.75,0.125
iq,"1. My homeland, My homeland
Glory and beauty, Sublimity and splendor
Are in your hills, Are in your hills
Life and deliverance, Pleasure and hope
Are in your air, Are in your Air
Will I see you? Will I see you?
Safe and comforted, Sound and honored
Safe and comforted, Sound and honored
Will I see you in your eminence?
Reaching to the stars, Reaching to the stars
My homeland, My homeland

2. My homeland, My homeland
The youth will not tire, ’till your independence, or they die
We will drink from death and will not be to our enemies like slaves, like slaves
We do not want, We do not want
An eternal humiliation nor a miserable life
An eternal humiliation nor a miserable life
We do not want
But we will bring back our storied glory, our storied glory
My homeland, My homeland

3. My homeland, My homeland
The sword and the pen, not the talk nor the quarrel
Are our symbols, Are our symbols
Our glory and our covenant and a duty to be faithful
Moves us, moves us
Our glory, Our glory
Is an honorable cause and a waving standard
Is an honorable cause and a waving standard
O, behold you in your eminence
Victorious over your enemies, victorious over your enemies
My homeland, My homeland",1 homeland homeland glory beauty sublimity splendor hill hill life deliverance pleasure hope air air see see safe comfort sound honor safe comfort sound honor see eminence reach star reach star homeland homeland 2 homeland homeland youth tire till independence die drink death enemy like slave like slave want want eternal humiliation miserable life eternal humiliation miserable life want bring back storied glory story glory homeland homeland 3 homeland homeland sword pen talk quarrel symbol symbol glory covenant duty faithful move we move we glory glory honorable cause wave standard honorable cause wave standard behold eminence victorious enemy victorious enemy homeland homeland,102,56,0.5490196078431373,0.058823529411764705
ee,"1. My fatherland, my joy and happiness,
How beautiful you are!
I shall not find such ever
In this huge wide world
Which would be so dear to me
As you, my fatherland!

2. You have given me birth
And raised me up;
I shall thank you always
And remain faithful to you ’til death,
To me most beloved are you,
My precious fatherland!

3. May God watch over you,
My precious fatherland!
Let Him be your defender
And provide bountiful blessings
For whatever you undertake,
My precious fatherland!",1 fatherland joy happiness beautiful shall find ever huge wide world would dear fatherland 2 give birth raise shall thank always remain faithful til death beloved precious fatherland 3 may god watch precious fatherland let defender provide bountiful blessing whatever undertake precious fatherland,43,36,0.8372093023255814,0.046511627906976744
je,"1. Ours is an Island home
Firm on rock and strong by sea
Loyal and proud in history,
Our thankful hearts are
Raised to God for Jersey.

2. The beauty of this land
Long inspires both eye and mind.
Ours the privilege to guard its shore
So help we God that
Jersey might through grace endure.",1 island home firm rock strong sea loyal proud history thankful heart raise god jersey 2 beauty land long inspire eye mind privilege guard shore help god jersey might grace endure,31,29,0.9354838709677419,0.0967741935483871
km,"The flag is flying,
Announcing complete independence;
The nation rises up
Because of the faith we have
In this our Comoria.
Let us always have devotion
To love our Great Islands.

We Comorians are of one blood,
We Comorians are of one faith.
On these Islands we were born,
These Islands brought us up.
May God always help us;
Let us always have the firm resolve
To love our fatherland,
Love our religion and the world.

The flag is flying.
From the Sixth of July
The Nation rises up;
Our Islands are lined up.
Maori and Anzuan,
Moheli and Comore,
Let us always have devotion
To love our Great Islands.",flag fly announce complete independence nation rise faith comoria let we always devotion love great island comorian one blood comorian one faith island bear island bring we may god always help we let we always firm resolve love fatherland love religion world flag fly sixth july nation rise island line maori anzuan moheli comore let we always devotion love great island,61,36,0.5901639344262295,0.08196721311475409
bh,"Our Bahrain
Our King
A symbol of the harmony
Its constitution is high in the place and the position
Its charter is the way of (method of) sharia, Arabism and the values
Long live the kingdom of Bahrain

Country of nobles
Cradle of peace
Its constitution is high in the place and the position
Its charter is the way of (method of) sharia, Arabism and the values
Long live the kingdom of Bahrain",bahrain king symbol harmony constitution high place position charter way method sharia arabism value long live kingdom bahrain country nobles cradle peace constitution high place position charter way method sharia arabism value long live kingdom bahrain,36,21,0.5833333333333334,0.05555555555555555
bj,"CHORUS:
Children of Benin, arise!
The resounding cry of freedom
Is heard at the first light of dawn;
Children of Benin, arise!

1. Formerly, at her call, our ancestors
Knew how to engage in mighty battles
With strength, courage, ardour, and full of joy, but at the price of blood.
Builders of the present, you too, join forces
Each day for the task stronger in unity.
Build without ceasing for posterity.

Chorus

2. When all around there blows a wind of anger and hate:
Citizen of Benin, be proud, and in a calm spirit
Trusting in the future, behold your flag!
In the green you read hope of spring;
The red signifies the courage of your ancestors;
The yellow foretells the richest treasures.

Chorus

3. Beloved Benin, your sunny mountains, palm trees, and green pastures
Show everywhere your brightness;
Your soil offers everyone the richest fruits.
Benin, from henceforth your sons are united
With one brotherly spirit sharing the hope of seeing you
Enjoy abundance and happiness for ever.

Chorus",chorus child benin arise resounding cry freedom hear first light dawn child benin arise 1 formerly call ancestor know engage mighty battle strength courage ardour full joy price blood builder present join force day task strong unity build without cease posterity chorus 2 around blow wind anger hate citizen benin proud calm spirit trust future behold flag green read hope spring red signify courage ancestor yellow foretell rich treasure chorus 3 beloved benin sunny mountain palm tree green pasture show everywhere brightness soil offer everyone rich fruit benin henceforth son united one brotherly spirit share hope see enjoy abundance happiness ever chorus,102,87,0.8529411764705882,0.08823529411764706
gi,"Gibraltar, Gibraltar,
the rock on which I stand.
May you be forever free,
Gibraltar, my own land.

Mighty pillar, rock of splendour,
guardian of the sea.
Port of hope in times of need,
rich in history.

Gibraltar, Gibraltar,
the rock on which I stand.
May you be forever free,
Gibraltar, my own land.

God give grace to this our homeland,
help us to live as one.
Strong in freedom, truth and justice,
let this be our song;

Gibraltar, Gibraltar,
the rock on which I stand.
May you be forever free,
Gibraltar! Gibraltar! my own land.",gibraltar gibraltar rock stand may forever free gibraltar land mighty pillar rock splendour guardian sea port hope time need rich history gibraltar gibraltar rock stand may forever free gibraltar land god give grace homeland help we live one strong freedom truth justice let song gibraltar gibraltar rock stand may forever free gibraltar gibraltar land,54,32,0.5925925925925926,0.18518518518518517
ke,"1. O God of all creation
Bless this our land and nation
Justice be our shield and defender
May we dwell in unity
Peace and liberty
Plenty be found within our borders.

2. Let one and all arise
With hearts both strong and true
Service be our earnest endeavour
And our homeland of Kenya
Heritage of splendour
Firm may we stand to defend.

3. Let all with one accord
In common bond united
Build this our nation together
And the glory of Kenya
The fruit of our labour
Fill every heart with thanksgiving.",1 god creation bless land nation justice shield defender may dwell unity peace liberty plenty find within border 2 let one arise heart strong true service earnest endeavour homeland kenya heritage splendour firm may stand defend 3 let one accord common bond unite build nation together glory kenya fruit labour fill every heart thanksgiving,54,48,0.8888888888888888,0.1111111111111111
kn,"1. O Land of Beauty!
Our country where peace abounds,
Thy children stand free
On the strength of will and love.
With God in all our struggles,
Saint Kitts and Nevis be
A Nation bound together
With a common destiny.

2. As stalwarts we stand,
For justice and liberty,
With wisdom and truth
We will serve and honour thee.
No sword nor spear can conquer,
For God will sure defend.
His blessings shall for ever
To posterity extend.",1 land beauty country peace abound thy child stand free strength love god struggle saint kitts nevis nation bind together common destiny 2 stalwart stand justice liberty wisdom truth serve honour thee sword spear conquer god sure defend blessing shall ever posterity extend,43,41,0.9534883720930233,0.09302325581395349
at,"1. Land of mountains, land on the River,
Land of fields, land of spires,
Land of hammers, with a rich future,
Home of great daughters and sons,
A nation blessed by its sense of beauty,
Highly praised Austria, highly praised Austria.

2. Strongly fought for, fiercely contested,
You are in the centre of the Continent
Like a strong heart,
You have born since the earliest days
The burden of a high mission
Much tried Austria, much tried Austria.

3. Watch us striding free and believing,
With courage, into new eras,
Working cheerfully and full of hope,
In jubilant chorus let us take in unity
The oath of allegiance to you, our country,
Our much beloved Austria, our much beloved Austria.",1 land mountain land river land field land spire land hammer rich future home great daughter son nation bless sense beauty highly praise austria highly praise austria 2 strongly fight fiercely contest centre continent like strong heart bear since early day burden high mission much try austria much try austria 3 watch we stride free believe courage new era work cheerfully full hope jubilant chorus let we take unity oath allegiance country much beloved austria much beloved austria,78,61,0.782051282051282,0.11538461538461539
ky,"1. O land of soft, fresh breezes
And verdant trees so fair,
With the Creator’s glory
Reflected ev’rywhere,
O sea of palest em’rald,
Merging to darkest blue,
Whene’er my thoughts fly Godward,
I always think of you.

CHORUS:
Dear, verdant island, set in blue Caribbean Sea,
I’m coming, coming very soon, O beautious isle, to thee.
Although I wandered far,
My heart enshrines thee yet.
Homeland, fair Cayman Isle,
I cannot thee forget.

2. Away from noise of cities,
Their fret and carking care,
With moonbeams’ soft caresses,
Unchecked by garish glare,
Thy fruit with rarest juices,
Abundant, rich and free,
When sweet church bells are chiming,
My fond heart yearns for thee.

Chorus

3. When tired of all excitement
And glam’rous worldly care,
How sweet thy shores to reach
And find a welcome there,
And when comes on the season
Of peace, goodwill to man,
‘Tis then I love thee best of all,
Beloved Isle, Cayman.

Chorus",1 land soft fresh breeze verdant tree fair creator glory reflect evrywhere sea palest emrald merge darkest blue wheneer thought fly godward always think chorus dear verdant island set blue caribbean sea coming come soon beautious isle thee although wander far heart enshrine thee yet homeland fair cayman isle thee forget 2 away noise city fret cark care moonbeam soft caress unchecke garish glare thy fruit rare juice abundant rich free sweet church bell chime fond heart yearn thee chorus 3 tired excitement glamrous worldly care sweet thy shore reach find welcome come season peace goodwill man tis love thee good beloved isle cayman chorus,105,86,0.819047619047619,0.08571428571428572
bz,"1. O, land of the free by the Carib Sea,
our manhood we pledge to thy liberty!
No tyrants here linger, despots must flee
This tranquil haven of democracy
The blood of our sires which hallows the sod,
Brought freedom from slavery oppression’s rod,
By the might of truth and the grace of God.
No longer shall we be hewers of wood.

CHORUS:
Arise! ye sons of the Baymen’s clan,
put on your armour, clear the land!
Drive back the tyrants, let despots flee-
Land of the Free by the Carib Sea!

2. Nature has blessed thee with wealth untold,
O’er mountains and valleys where praries roll;
Our fathers, the Baymen, valiant and bold
Drove back the invader; this heritage hold
From proud Rio Hondo to old Sarstoon’
Through coral isle, over blue lagoon;
Keep watch with the angels, the stars and moon;
For freedom comes tomorrow’s noon.

Chorus",1 land free carib sea manhood pledge thy liberty tyrant linger despot must flee tranquil democracy blood sire hallow sod bring freedom slavery oppression rod might truth grace god long shall hewer wood chorus arise ye son baymens clan put armour clear land drive back tyrant let despot flee land free carib sea 2 nature bless thee wealth untold oer mountain valley prarie roll father baymen valiant bold drive back invader heritage hold proud rio hondo old sarstoon coral isle blue lagoon keep watch angel star moon freedom come tomorrows noon chorus,92,80,0.8695652173913043,0.043478260869565216
gn,"People of Africa!
The historic past!
Sing the hymn of a Guinea proud and young
Illustrious epic of our brothers
Who died on the field of honour while liberating Africa!
The people of Guinea, preaching Unity,
Call to Africa.
Liberty! The voice of a people
Who call all her brothers to find their way again.
Liberty! The voice of a people
Who call all her brothers of a great Africa.
Let us build African Unity in a newly found independence!",people africa historic past sing hymn guinea proud young illustrious epic brother die field honour liberate africa people guinea preach unity call africa liberty voice people call brother find way liberty voice people call brother great africa let we build african unity newly find independence,45,30,0.6666666666666666,0.08888888888888889
gw,"1. Sun, sweat, verdure and sea,
Centuries of pain and hope;
This is the land of our ancestors.
Fruit of our hands,
Of the flower of our blood:
This is our beloved country.

CHORUS:
Long live our glorious country!
The banner of our struggle
Has fluttered in the skies.
Forward, against the foreign yoke!
We are going to build
Peace and progress
In our immortal country!
Peace and progress
In our immortal country!

2. Branches of the same trunk,
Eyes in the same light;
This is the force of our unity!
The sea and the land,
The dawn and the sun are singing
That our struggle has borne fruit!

Chorus",1 sun sweat verdure sea century pain hope land ancestor fruit hand flower blood beloved country chorus long live glorious country banner struggle flutter sky forward foreign yoke go build peace progress immortal country peace progress immortal country 2 branch trunk eye light force unity sea land dawn sun singe struggle bear fruit chorus,54,42,0.7777777777777778,0.0
bo,"1. Bolivians, a most favorable destiny
has at long last crowned our vows and longings;
This land is free, free at last.
Its servile state has now finally ceased.
The martial turmoil of yesterday,
and the horrible clamor of war,
are followed today, in harmonious contrast,
by sweet hymns of peace and unity.
Are followed today, in harmonious contrast,
by sweet hymns of peace and unity.

CHORUS:
Let us keep the lofty name of our country
in glorious splendor.
And, on its altars, once more we must swear:
to die before we would live as slaves.
To die before we would live as slaves.
To die before we would live as slaves.

2. Eternal praise to the brave warriors
whose heroic valor and firmness
conquered the freedom and glories that now
a happy Bolivia justly begins to enjoy!
Let their names, preserved forever in marble and bronze,
transmit their glory to remote future ages.
And in resounding song let them repeat their simple call:
Freedom! Freedom! Freedom!
And in resounding song let them repeat their simple call:
Freedom! Freedom! Freedom!

Chorus

3. Here has Justice erected its Throne
which vile oppression ignores
and, on its glorious stamp let us rejoice
Freedom, freedom, freedom
This innocent and beautiful land,
which owes its name to Bolívar,
is the happy homeland where mankind
enjoys the benefits of good fortune and peace.
Is the happy homeland where mankind
enjoys the benefits of good fortune and peace.

Chorus

4. If a foreigner may, any given day
even attempt to subjugate Bolivia,
let him prepare for a fatal destiny,
which menaces such brave aggressor.
For the sons of the mighty Bolívar
have sworn, thousands upon thousands of times,
to die rather than see the country’s
majestic banner humiliated.
To die rather than see the country’s
majestic banner humiliated.

Chorus",1 bolivian favorable destiny long last crown vow longing land free free last servile state finally cease martial turmoil yesterday horrible clamor war follow today harmonious contrast sweet hymn peace unity follow today harmonious contrast sweet hymn peace unity chorus let we keep lofty name country glorious splendor altar must swear die would live slave die would live slave die would live slave 2 eternal praise brave warrior whose heroic valor firmness conquer freedom glory happy bolivia justly begin enjoy let name preserve forever marble bronze transmit glory remote future age resounding song let repeat simple call freedom freedom freedom resounding song let repeat simple call freedom freedom freedom chorus 3 justice erect throne vile oppression ignore glorious stamp let we rejoice freedom freedom freedom innocent beautiful land owe name bolívar happy homeland mankind enjoy benefit good fortune peace happy homeland mankind enjoy benefit good fortune peace chorus 4 foreigner may give day even attempt subjugate bolivia let prepare fatal destiny menace brave aggressor son mighty bolívar swear thousand upon thousand time die rather see countrys majestic banner humiliate die rather see countrys majestic banner humiliate chorus,187,116,0.6203208556149733,0.1497326203208556
am,"1. Land of our fathers, free, independent,
Which has endured from age to age.
Its sons and daughters now proclaim
Armenia, sovereign and free.
Its sons and daughters now proclaim
Armenia, sovereign and free.

2. Brother, take this banner,
Made with my own hands,
During sleepless nights,
And bathed in my tears.
During sleepless nights,
And bathed in my tears.

3. See, it has three colours;
A single hallowed symbol.
May it sparkle before the foe,
May Armenia flourish ever!
May it sparkle before the foe,
May Armenia flourish ever!

4. Death is everywhere the same,
Man is born just once to die,
But blest is he who gives his life
To defend his nation’s freedom.
But blest is he who gives his life
To defend his nation’s freedom.",1 land father free independent endure age age son daughter proclaim armenia sovereign free son daughter proclaim armenia sovereign free 2 brother take banner make hand sleepless night bathe tear sleepless night bathe tear 3 see three colour single hallowed symbol may sparkle foe may armenia flourish ever may sparkle foe may armenia flourish ever 4 death everywhere man bear die blest give life defend nation freedom blest give life defend nation freedom,73,46,0.6301369863013698,0.0547945205479452
it,"1. Italian Brothers,
Italy has awakened,
She has wreathed her head
With the helmet of Scipio.
Where is Victory?
She bows her head to you,
You, whom God created
As the slave of Rome.

Italian Brothers,
Italy has awakened,
She has wreathed her head
With the helmet of Scipio.
Where is Victory?
She bows her head to you,
You, whom God created
As the slave of Rome.

CHORUS:
Let us band together,
We are ready to die,
We are ready to die,
Italy has called us.

Let us band together,
We are ready to die,
We are ready to die,
Italy has called us! (Yes!)

2. We were for centuries
Downtrodden and derided,
because we are not one people,
because we are divided.
Let one flag, one hope
gather us all.
The hour has struck
for us to join together.

3. Let us unite and love one another,
Union and love
Show the people
The way of the Lord.
Let us swear to free
Our native soil;
United under God,
Who can defeat us?

Chorus

4. From the Alps to Sicily,
Legnano is everywhere;
Every man has the heart
and hand of Ferruccio
The children of Italy
Are all called Balilla;
Every trumpet blast
sounds the Vespers.

5. Mercenary swords,
they’re feeble reeds.
The Austrian eagle
Has already lost its plumes.
The blood of Italy
and the Polish blood
It drank, along with the Cossack,
But it burned its heart.

Chorus",1 italian brother italy awaken wreathe head helmet scipio victory bow head god create slave rome italian brother italy awaken wreathe head helmet scipio victory bow head god create slave rome chorus let we band together ready die ready die italy call we let we band together ready die ready die italy call we yes 2 century downtrodden deride one people divide let one flag one hope gather we hour strike we join together 3 let we unite love one another union love show people way lord let we swear free native soil unite god defeat we chorus 4 alp sicily legnano everywhere every man heart hand ferruccio child italy call balilla every trumpet blast sound vesper 5 mercenary sword feeble reed austrian eagle already lose plume blood italy polish blood drink along cossack burn heart chorus,137,82,0.5985401459854015,0.014598540145985401
be,"O Belgium, dear mother,
To you our hearts, to you our arms,
To you our blood, o fatherland!
We all vow: you will live!
You will always live in grandeur and beauty.
And the immortal motto
Of your invincible unity will be:
For King, Right and Liberty!
Of your invincible unity will be:
For King, Right and Liberty!
For King, Right and Liberty!
For King, Right and Liberty!",belgium dear mother heart arm blood fatherland vow live always live grandeur beauty immortal motto invincible unity king right liberty invincible unity king right liberty king right liberty king right liberty,31,19,0.6129032258064516,0.0967741935483871
bs,"Lift up your head to the rising sun, Bahamaland;
March on to glory, your bright banners waving high.
See how the world marks the manner of your bearing!
Pledge to excel through love and unity.
Pressing onward, march together to a common loftier goal;
Steady sunward, though the weather hide the wide and treacherous shoal.
Lift up your head to the rising sun, Bahamaland;
Till the road you’ve trod Lead unto your God, March on, Bahamaland!",lift head rise sun bahamaland march glory bright banner wave high see world mark manner bearing pledge excel love unity press onward march together common lofty goal steady sunward though weather hide wide treacherous shoal lift head rise sun bahamaland till road trod lead unto god march bahamaland,48,40,0.8333333333333334,0.0625
as,"Amerika Samoa
My most beloved country
I hail from thy name
You are my hope and pride
You are the pearl of the Pacific
Your five islands are all so precious
So great and fame are your heritage
And also the history of thy name
Tutuila and Manu’a stand up and be alert
Let us serve to the best our nation
Be blessed and productive
Amerika Samoa
Is the land of promising freedom
Let us serve to the best our nation
Be blessed and productive
Amerika Samoa
Is the land of promising freedom",amerika samoa beloved country hail thy name hope pride pearl pacific five island precious great fame heritage also history thy name tutuila manua stand alert let we serve good nation bless productive amerika samoa land promise freedom let we serve good nation bless productive amerika samoa land promise freedom,49,33,0.673469387755102,0.14285714285714285
aw,"1. Aruba beloved home
our venerated cradle
though small and simple you may be
you are indeed esteemed.

CHORUS:
Aruba our dear country
our rock so well beloved
our love for you is so strong
that nothing can destroy it.
that nothing can destroy it.

2. Your beaches so much admired
with palm trees all adorned
your coat of arms and flag
the symbols of our pride.

Chorus

3. The greatness of our people
is their great cordiality
and may God guide and preserve
its love for freedom.

Chorus",1 aruba beloved home venerate cradle though small simple may indeed esteem chorus aruba dear country rock well belove love strong nothing destroy nothing destroy 2 beach much admire palm tree adorn coat arm flag symbol pride chorus 3 greatness people great cordiality may god guide preserve love freedom chorus,50,43,0.86,0.08
gh,"1. God bless our homeland Ghana
And make our nation great and strong,
Bold to defend forever
The cause of Freedom and of Right;
Fill our hearts with true humility,
Make us cherish fearless honesty,
And help us to resist oppressors’ rule
With all our will and might evermore.
And help us to resist oppressors’ rule
With all our will and might evermore.

2. Hail to thy name, O Ghana,
To thee we make our solemn vow:
Steadfast to build together
A nation strong in Unity;
With our gifts of mind and strength of arm,
Whether night or day, in the midst of storm,
In ev’ry need, whate’er the call may be,
To serve thee, Ghana, now and evermore.
In ev’ry need, whate’er the call may be,
To serve thee, Ghana, now and evermore.

3. Raise high the flag of Ghana
And one with Africa advance;
Black star of hope and honor
To all who thirst for liberty;
Where the banner of Ghana free flies,
May the way to freedom truly lie;
Arise, arise, O sons of Ghanaland,
And under God march on for evermore!
Arise, arise, O sons of Ghanaland,
And under God march on for evermore!",1 god bless homeland ghana make nation great strong bold defend forever cause freedom right fill heart true humility make we cherish fearless honesty help we resist oppressor rule might evermore help we resist oppressor rule might evermore 2 hail thy name ghana thee make solemn vow steadfast build together nation strong unity gift mind strength arm whether night day midst storm evry need whateer call may serve thee ghana evermore evry need whateer call may serve thee ghana evermore 3 raise high flag ghana one africa advance black star hope honor thirst liberty banner ghana free fly may way freedom truly lie arise arise son ghanaland god march evermore arise arise son ghanaland god march evermore,117,78,0.6666666666666666,0.08547008547008547
gd,"Hail! Grenada, land of ours,
We pledge ourselves to thee,
Heads, hearts and hands in unity
To reach our destiny.
Ever conscious of God,
Being proud of our heritage,
May we with faith and courage
Aspire, build, advance
As one people, one family.
God bless our nation.",hail grenada land pledge thee head heart hand unity reach destiny ever conscious god proud heritage may faith courage aspire build advance one people one family god bless nation,29,27,0.9310344827586207,0.06896551724137931
eg,"CHORUS:
My homeland, my homeland, my homeland,
My love and my heart are for thee.
My homeland, my homeland, my homeland,
My love and my heart are for thee.

1. Egypt! O mother of all lands,
My hope and my ambition,
How can one count
The blessings of the Nile for mankind?

Chorus

2. Egypt! Most precious jewel,
Shining on the brow of eternity!
O my homeland, be for ever free,
Safe from every foe!

Chorus

3. Egypt! Noble are thy children,
Loyal, and guardians of thy soil.
In war and peace
We give our lives for thy sake.

Chorus",chorus homeland homeland homeland love heart thee homeland homeland homeland love heart thee 1 egypt mother land hope ambition one count blessing nile mankind chorus 2 egypt precious jewel shine brow eternity homeland ever free safe every foe chorus 3 egypt noble thy child loyal guardian thy soil war peace give life thy sake chorus,55,39,0.7090909090909091,0.10909090909090909
dk,"1. I know a lovely land
With spreading, shady beeches
Near Baltic’s salty strand;
Near Baltic’s salty strand;
Its hills and valleys gently fall,
Its ancient name is Denmark,
And it is Freya’s hall
And it is Freya’s hall

2. There in the ancient days
The armoured vikings rested
Between their bloody frays
Between their bloody frays
Then they went forth the foe to face,
Now found in stone-set barrows,
Their final resting place
Their final resting place

3. This land is still as fair,
The sea is blue around it,
And peace is cherished there.
And peace is cherished there.
Strong men and noble women still
Uphold their country’s honour
With faithfulness and skill
With faithfulness and skill

4. Hail King and Fatherland
Hail every Danish person
For doing what he can
For doing what he can
The Viking land for Danes is true
With fields and waving beeches
By a sea so blue
By a sea so blue",1 know lovely land spread shady beech near baltic salty strand near baltic salty strand hill valley gently fall ancient name denmark freyas hall freyas hall 2 ancient day armoured viking rest bloody fray bloody fray go forth foe face find stoneset barrow final resting place final resting place 3 land still fair sea blue around peace cherish peace cherish strong man noble woman still uphold country honour faithfulness skill faithfulness skill 4 hail king fatherland hail every danish person vike land dane true field wave beech sea blue sea blue,91,66,0.7252747252747253,0.054945054945054944
ie,"Soldiers are we whose lives are pledged to Ireland;
Some have come from a land beyond the wave,
Sworn to be free,
No more our ancient sire land
Shall shelter the despot or the slave.
Tonight we man the bearna bhaoil
In Erin’s cause, come woe or weal,
‘Mid cannons’ roar and rifles peal,
We’ll chant a soldier’s song.",soldier whose life pledge ireland come land beyond wave swear free ancient sire land shall shelter despot slave tonight man bearna bhaoil erin cause come woe weal mid cannon roar rifle peal well chant soldier song,36,33,0.9166666666666666,0.027777777777777776
gl,"1. Our country, who’s become so old
your head all covered with white hair.
Always held us, your children,
in your bosom providing the riches of your coasts.

2. As middle children in the family
we blossomed here Greenland,
we want to call ourselves before your proud
and honourable head.

3. With a burning desire to develop
what you have to give, renewing,
Removing your obstacles our desire
to move is forward, forward.

4. The way of matured societies
is our zealous goal to attain;
the effect of speech and letters
we long to behold.

5. Humbleness is not the course
Greenland wake up and be proud!
A dignified life is our goal;
couragously take a stand",1 country become old head cover white hair always hold we child bosom provide rich coast 2 middle child family blossom greenland want call proud honourable head 3 burn desire develop give renewing remove obstacle desire move forward forward 4 way matured society zealous goal attain effect speech letter long behold 5 humbleness course greenland wake proud dignified life goal couragously take stand,63,56,0.8888888888888888,0.047619047619047616
gm,"For The Gambia, our homeland
We strive and work and pray,
That all may live in unity,
Freedom and peace each day.
Let justice guide our actions
Towards the common good,
And join our diverse peoples
To prove man’s brotherhood.
We pledge our firm allegiance,
Our promise we renew;
Keep us, great God of nations,
To The Gambia ever true.",gambia homeland strive work pray may live unity freedom peace day let justice guide action towards common good join diverse people prove mans brotherhood pledge firm allegiance promise renew keep we great god nation gambia ever true,37,36,0.972972972972973,0.16216216216216217
cz,"Where is my home, where is my home?
Water roaring across meadows,
Pines whisper across crags,
In the garden shine the blossoms,
Paradise on earth it is to see!
And that’s the beautiful land,
Czech land, my home.
Czech land, my home.",home home water roar across meadow pine whisper across crag garden shine blossom paradise earth see beautiful land czech land home czech land home,24,17,0.7083333333333334,0.041666666666666664
ad,"The great Charlemagne, my Father, liberated me from the Saracens,
And from heaven he gave me life of Meritxell the great Mother.
I was born a Princess, a Maiden neutral between two nations.
I am the only remaining daughter of the Carolingian empire
Believing and free for eleven centuries, believing and free I will be.
The laws of the land be my tutors, and my defender Princes!
And Princes my defender!",great charlemagne father liberate saracen heaven give life meritxell great mother bear princess maiden neutral two nation remain daughter carolingian empire believe free eleven century believe free law land tutor defender prince prince defender,34,29,0.8529411764705882,0.11764705882352941
